_id,CREATIONDATE,OBJECTDESC,TITLE,CLOSEDDATETIME,CASECLOSUREREASONDESCRIPTION
540,2025-07-16 00:00:00,"1223 S 17TH ST, MILWAUKEE, WI, 53204-2015",Exterior of Building in Disrepair,2025-07-16 00:00:00,exterior
541,2025-07-16 00:00:00,"1235 S 17TH ST, MILWAUKEE, WI, 53204-2015",Exterior of Building in Disrepair,2025-07-16 00:00:00,exterior
542,2025-07-16 00:00:00,"2332 E MALVERN PL, MILWAUKEE, WI, 53207-3102",Garbage Cart: Damaged,,The bottom of the cart has worn thin and a large hole has developed at the front edge. Please replace with a new cart.
543,2025-07-16 00:00:00,"6730 W KEEFE AVENUE PK, MILWAUKEE, WI, 53216-0000",Zoning Violation,2025-07-16 00:00:00,Dumpster overturned
544,2025-07-16 00:00:00,"2431 S WILLIAMS ST, MILWAUKEE, WI, 53207-1744","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,
545,2025-07-16 00:00:00,"5011 N 110TH ST, MILWAUKEE, WI, 53225-3811",Broken Branch Down - Not Blocking,2025-07-16 00:00:00,"Old limbs against the curb, on 110th between Hampton and Fairmount."
546,2025-07-16 00:00:00,"6504 W LOCUST ST, MILWAUKEE, WI, 53210-1349","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,located on West side of garage door in alley
547,2025-07-16 00:00:00,"2479 W CORNELL ST, MILWAUKEE, WI, 53209-6244","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,aware of size
548,2025-07-16 00:00:00,"4732 S 21ST ST, MILWAUKEE, WI, 53221-2906",Potholes,,"Getting dangerous for bikes, one big enough for a car tire"
549,2025-07-16 00:00:00,"4808 S 23RD ST, MILWAUKEE, WI, 53221-2922",Garbage Supervisor Notification,2025-07-16 00:00:00,"crew went thru early, about 6:40 and caller did not have cart out"
550,2025-07-16 00:00:00,"2801 W MC KINLEY BL, MILWAUKEE, WI, 53208-2928","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,"loose woody vine stumps and greenery all cut to 3 foot pieces, some rose stems w/thorns off alley entrance on garage driveway slab at sidewalk"
551,2025-07-16 00:00:00,"3807 N VEL R PHILLIPS AV, MILWAUKEE, WI, 53212-1111","City Tree Dying, Dead, Sick, Losing Leaves or Leaking Sap",,"Tree branches growing onto sidewalk and into parking area of the street. Making it difficult for people to walk, kids to play and cars to park. Tree needs trimming SO BAD!!"
552,2025-07-16 00:00:00,"4939 N 85TH ST, MILWAUKEE, WI, 53225-4208",Missed Collection: Garbage,,There's a bag of leaves on grass but that's for someone else to pickup.
553,2025-07-16 00:00:00,"1310 N 59TH ST, MILWAUKEE, WI, 53208-2140",Broken Branch Down - Blocking Sidewalk,2025-07-16 00:00:00,"large limb blocking sidewalk, 25 feet long, 3-4 inch diameter 3594"
554,2025-07-16 00:00:00,"3838 N 38TH ST, MILWAUKEE, WI, 53216-3014",Broken Branch Down - Blocking Sidewalk,2025-07-16 00:00:00,people can walk around it. caller unable to move branch. 1 Car Length. Called 1C
555,2025-07-16 00:00:00,"2965 N FRATNEY ST, MILWAUKEE, WI, 53212-2625",INFO ONLY: Parking Violations Information,2025-07-16 00:00:00,NPP already issued for Wed-Thurs
556,2025-07-16 00:00:00,"3838 N 38TH ST, MILWAUKEE, WI, 53216-3014",Trim City Tree,,Caller asking for branches to be trimmed away from house
557,2025-07-16 00:00:00,"2743 N LAKE DR, MILWAUKEE, WI, 53211-3851",Garbage Cart Collection Request: Cart Not at Collection Point,,"cart not out on time, req courtesy"
558,2025-07-16 00:00:00,"2408 E WEBSTER PL, MILWAUKEE, WI, 53211-0000",Missed Collection: Recycling,2025-07-16 00:00:00,
559,2025-07-16 00:00:00,"1217 S 15TH ST, MILWAUKEE, WI, 53204-2264",Exterior of Building in Disrepair,2025-07-16 00:00:00,exterior
560,2025-07-16 00:00:00,"1235 S 15TH ST, MILWAUKEE, WI, 53204-2264",Exterior of Building in Disrepair,2025-07-16 00:00:00,exterior
561,2025-07-16 00:00:00,"1301 S 15TH ST, MILWAUKEE, WI, 53204-2710",Exterior of Building in Disrepair,2025-07-16 00:00:00,exterior
562,2025-07-16 00:00:00,"1313 S 15TH ST, MILWAUKEE, WI, 53204-2710",Exterior of Building in Disrepair,2025-07-16 00:00:00,exterior
563,2025-07-16 00:00:00,"1316 S 15TH ST, MILWAUKEE, WI, 53204-2709",Exterior of Building in Disrepair,2025-07-16 00:00:00,exterior
564,2025-07-16 00:00:00,"3615 N 47TH ST, MILWAUKEE, WI, 53216-2902",Garbage Supervisor Callback,2025-07-17 00:00:00,There were 2 small items at the alley line next to the cart one item was taken the other a small portable toilet chair was left behind please have crew return to collect item Thank You
565,2025-07-16 00:00:00,"6716 W TRIPOLI AV, MILWAUKEE, WI, 53220-1852",Pothole in Alley,,Have been reporting these potholes since last summer and no one has come out to fill them. 3Big holes in the driveway into the alley plus alot more down the alley
566,2025-07-16 00:00:00,"1920 N 34TH ST, MILWAUKEE, WI, 53208-1917",Broken Branch Down - Blocking Street,2025-07-16 00:00:00,Operator contacted A. Kashuba.
567,2025-07-16 00:00:00,"2868 N 6TH ST, MILWAUKEE, WI, 53212-2334",Small Items Discarded on Private Property,2025-07-16 00:00:00,All have piles of trash on ground and not discarded in a trash can. Furniture left in the back of the house near alley. Due to the constant trash that is on the ground it is starting to attract rodent.
568,2025-07-16 00:00:00,"423 W VINE ST, MILWAUKEE, WI, 53212-3607",Street Light Out,,Newly installed light that is never turned on.
569,2025-07-16 00:00:00,"3066 N HUMBOLDT BL, MILWAUKEE, WI, 53212-2254","Brush Pickup Request, Less than 2 Cubic Yards, April-November",2025-07-17 00:00:00,Brush
570,2025-07-16 00:00:00,"3027 N LAKE DR, MILWAUKEE, WI, 53211-3403",Construction Concerns,,"It appears that the curb is poured wrong on lake drive. Specifically from Kenwood south to newberry on the west side. All other curbs, including both ways from Kenwood north to Shorewood are all squared off. Maybe there is a purpose, but even the boulevard and just past heading south are square. Figured to report but assume maybe you know?"
571,2025-07-16 00:00:00,"8100 W GLEN AV, MILWAUKEE, WI, 53218-0000","Brush Pickup Request, Less than 2 Cubic Yards, April-November",2025-07-17 00:00:00,This was reported and marked completed but they did not pick this up it is still here
572,2025-07-16 00:00:00,"1260 N PROSPECT AV, MILWAUKEE, WI, 53202-3014",Dead Animal,,Dead rabbit (roadkill) on sidewalk near parking structure
573,2025-07-16 00:00:00,"3652 S 88TH ST, MILWAUKEE, WI, 53228-1532",Scattered Litter and Debris on Private Property,,FENCING/CONSTRUCTIONAL MATERIAL AT CURB.
574,2025-07-16 00:00:00,"5656 N 80TH ST, MILWAUKEE, WI, 53218-2111","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,Brush
575,2025-07-16 00:00:00,"1815 E EUCLID AV, MILWAUKEE, WI, 53207-2943",Garbage Cart: Damaged,,"Prior replacement cart request (17053975) was marked as Complete, but a new cart was never delivered."
576,2025-07-16 00:00:00,"6136 N 117TH ST, MILWAUKEE, WI, 53225-1125","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,"The brush is near a large rock. 
Thank you.
Angela"
577,2025-07-16 00:00:00,"826 N 29TH ST, MILWAUKEE, WI, 53208-3401",Dead Animal,,Dead raccoon in middle of street
578,2025-07-16 00:00:00,"6312 W CAPITOL DR, MILWAUKEE, WI, 53216-2124",Miscellaneous Sewers Request,,Just about every sewer drain up and down Capitol Drive between 60th to 65th is clogged.  They can not be clear with Street sweeper because of those bump outs. please clear. Thanks
579,2025-07-16 00:00:00,"3918 N 36TH ST, MILWAUKEE, WI, 53216-2509",***FIELD USE ONLY*** Crew-Reported Pothole,2025-07-16 00:00:00,
580,2025-07-16 00:00:00,"3806 S 68TH ST, MILWAUKEE, WI, 53220-1831",Street Light Out,,all the lights are out down the whole street.
581,2025-07-16 00:00:00,"3806 S 68TH ST, MILWAUKEE, WI, 53220-1831",Damaged City Tree,,the city took the tree half way down. Now for a month it is sitting out there half down. When are they going to cut it all the way down. It is   a eye sore.
582,2025-07-16 00:00:00,"5019 N 24TH PL, MILWAUKEE, WI, 53209-5615",Broken Branch Down - Not Blocking,2025-07-17 00:00:00,Approx. 4FT and 2-3 inches
583,2025-07-16 00:00:00,"5019 N 24TH PL, MILWAUKEE, WI, 53209-5615",Trim City Tree,,Bottom are has overgrowth- approaching cars in the parking lane.
584,2025-07-16 00:00:00,"4655 N 45TH ST, MILWAUKEE, WI, 53218-5206","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,
585,2025-07-15 00:00:00,"1635 E OKLAHOMA AV, MILWAUKEE, WI, 53207-0000",Graffiti,2025-07-16 00:00:00,White spray paint on railroad bridge [note: look in between the two bridges]
586,2025-07-15 00:00:00,722 E JUNEAU AV,Broken Branch Down - Blocking Street,2025-07-16 00:00:00,"Caller states BBD blocking street. Caller states city limb is about 15FT in length. Caller states E Juneau Av is down to 1 lane, limb is encroaching street. E Juneau Av is passable but vehicles taking turns is causing a backup."
587,2025-07-15 00:00:00,"8701 W OKLAHOMA AV, A, MILWAUKEE, WI, 53227-4503",Missed Collection: Recycling,2025-07-16 00:00:00,"condo, rcarts were at curb thursday night for collection friday and were missed"
588,2025-07-15 00:00:00,"723 E OKLAHOMA AV, MILWAUKEE, WI, 53207-2404",Graffiti,2025-07-16 00:00:00,Blue “D4W” Graffitti on Silver Box mounted on utility pole
589,2025-07-15 00:00:00,"934 W MINERAL ST, MILWAUKEE, WI, 53204-1341",Missed Collection: Recycling,2025-07-16 00:00:00,pick up day was last week Thursday. it's now Tuesday AND IT'S STILL HERE!!!!
590,2025-07-15 00:00:00,"728 E JUNEAU AV, MILWAUKEE, WI, 53202-2709",Broken Branch Down - Blocking Street,2025-07-15 00:00:00,25FT 6INCHES Blocking westbound lane. Emailed UCC ADMIN
591,2025-07-15 00:00:00,4965 N 110TH ST,Other Miscellaneous Forestry Request,2025-07-16 00:00:00,"The Menomonee leg of the Oak Leaf Trail has been neglected and could use a street sweeper or whatever else could be used to clean the surface of the asphalt. (The entirety of the trail in the city on the north side.) I originally submitted this request through general dpw, but was instructed to send through forestry."
592,2025-07-15 00:00:00,"901 W JUNEAU AV, MILWAUKEE, WI, 53233-1428",Broken Branch Down - Blocking Street,2025-07-16 00:00:00,"Approx area, on Juneau, City tree with wider section 15-ft long, blocking entire Westbound traffic. Eastbound traffic can get by. V-mail msg left x Mickey C (Forestry-1 Central on-call)."
593,2025-07-15 00:00:00,"4219 N 47TH ST, MILWAUKEE, WI, 53216-1415",Broken Branch Down - Blocking Sidewalk,2025-07-15 00:00:00,large branch is down and in road on on sidewalk
594,2025-07-15 00:00:00,"4327 W HAMPTON AV, MILWAUKEE, WI, 53218-0000",Bulky Pickup & San Inspector Notification,,Skid Pile
595,2025-07-15 00:00:00,"3126 N 84TH ST, MILWAUKEE, WI, 53222-3701","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,
596,2025-07-15 00:00:00,"2472 S BURRELL ST, MILWAUKEE, WI, 53207-1522",Other Animal Problem,,I have been reporting this for OVER a year! This property has a broken bottom on the top porch in the back. With an extremely large amount of squirrels that have a huge nest inside.
597,2025-07-15 00:00:00,"6501 W OHIO AV, MILWAUKEE, WI, 53219-4247",Garbage Cart: Damaged,,Damaged cart.
598,2025-07-15 00:00:00,"3841 N 70TH ST, MILWAUKEE, WI, 53216-2017",Missed Collection: Additional Items,,Please service additional trash and others. Thank you
599,2025-07-15 00:00:00,"3841 N 70TH ST, MILWAUKEE, WI, 53216-2017",Garbage Cart: Additional,,Need additional garbage cart
600,2025-07-15 00:00:00,"2744 N FRATNEY ST, MILWAUKEE, WI, 53212-2608",Broken Branch Down - Blocking Street,2025-07-15 00:00:00,BBD BLOCKING ROAD
601,2025-07-15 00:00:00,"4301 W FOND DU LAC AV, MILWAUKEE, WI, 53216-3442",Special Pickup - Accident Debris,2025-07-16 00:00:00,BIG ACCIDENT ON SHERMAN BL & W FOND DU LAC AV.  STREET SWEEPER IS NEEDED
602,2025-07-15 00:00:00,"2360 E OKLAHOMA AV, MILWAUKEE, WI, 53207-2910","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,4 Lawn bags full of yard waste. Bags are behind bins.
603,2025-07-15 00:00:00,"2501 S KINNICKINNIC AV, 4, MILWAUKEE, WI, 53207-1629",Potholes,,Large pothole on Homer & KK. East of KK intersection (kinnickinnic Avenue & E Homer Street)
604,2025-07-15 00:00:00,"1128 E LOCUST ST, MILWAUKEE, WI, 53212-0000",Miscellaneous Street Maintenance Request,,dead cat in west bound straight lane
605,2025-07-15 00:00:00,2718 N FARWELL AV,Other Miscellaneous Forestry Request,,"There is a large city tree has a few large drooping tree limbs that I am hoping can be removed as to help my private tree grow and to let some sun get to my front yard.   It only let me download one pic, there are two limbs near the street too .    Pleeeeaaase   :)"
606,2025-07-15 00:00:00,1128 E LOCUST ST,Dead Animal,,A dead cat about 50 ft east of the intersection of Locust and Humboldt streets.
607,2025-07-15 00:00:00,"817 E HOMER ST, MILWAUKEE, WI, 53207-1876",Furniture Discarded on Private Property,2025-07-15 00:00:00,"Mattress, broken fence, grass has not been cut all year and weeds/now shrubs overgrown and blocking alley view. Looks like rental unit is not vacant."
608,2025-07-15 00:00:00,"2616 S 67TH ST, MILWAUKEE, WI, 53219-2649",Scattered Litter and Debris on Private Property,,SCATTERED TRASH AND GARBAGE BEHIND PROPERTY.
609,2025-07-15 00:00:00,"2616 S 65TH ST, MILWAUKEE, WI, 53219-2645",Scattered Litter and Debris on Private Property,,GARBAGE SCATTERED AT CURB AND NEEDS TO BE REMOVED.
610,2025-07-15 00:00:00,"1554 S 20TH ST, MILWAUKEE, WI, 53204-2609",Scattered Litter and Debris on Private Property,,SCATTERED TRASH
611,2025-07-15 00:00:00,"817 E HOMER ST, MILWAUKEE, WI, 53207-1876",Branches or Bushes Encroaching Alley,,Vacant rental needs help trimming tree encroachment into alley. Also grass has not been cut in 2025 and now a mattress was left in alley as well.
612,2025-07-15 00:00:00,"2419 S WILLIAMS ST, MILWAUKEE, WI, 53207-1744",Potholes,,One large pothole
613,2025-07-15 00:00:00,"1246 S 18TH ST, MILWAUKEE, WI, 53204-2040",Scattered Litter and Debris on Private Property,,SCATTERED TRASH BEHIND PROPERTY AND NEEDS TO BE REMOVED.
614,2025-07-15 00:00:00,"1564 S UNION ST, MILWAUKEE, WI, 53204-2648",Scattered Litter and Debris on Private Property,,SCATTERED TRASH
615,2025-07-14 00:00:00,4630 W HOWARD AV,Construction Concerns,2025-07-15 00:00:00,"Crews just repaved Howard Ave. New asphalt pavement failed. Buckling, hard to drive on. Needs to be smoothed out. Also, manhole covers are deep, like potholes. Need extensions to make level."
616,2025-07-14 00:00:00,"600 W ROGERS ST, MILWAUKEE, WI, 53204-3931",Missed Collection: Recycling,2025-07-15 00:00:00,Please courtesy pick up 1 recycling trash bin #4 curb pick up. Thank you and God Bless. Recycling can is marked  #4.
617,2025-07-14 00:00:00,"8416 W KEEFE AV, MILWAUKEE, WI, 53222-2819",Bulky Pickup & San Inspector Notification,,Trash from a move-out.
618,2025-07-14 00:00:00,"1825 N HI MOUNT BL, MILWAUKEE, WI, 53208-1722","Brush Pickup Request, Less than 2 Cubic Yards, April-November",2025-07-14 00:00:00,"Brush pick up, please"
619,2025-07-14 00:00:00,"2438 W MEDFORD AV, MILWAUKEE, WI, 53206-1539",Potholes,,In the street by curb i ran over n it damaged my tire rim
620,2025-07-14 00:00:00,"3239 N 89TH ST, MILWAUKEE, WI, 53222-3607","Brush Pickup Request, Less than 2 Cubic Yards, April-November",2025-07-15 00:00:00,4 yard waste bags in alley by trash bins
621,2025-07-14 00:00:00,"4448 S GRIFFIN AV, MILWAUKEE, WI, 53207-5028","Brush Pickup Request, Less than 2 Cubic Yards, April-November",2025-07-14 00:00:00,brush
622,2025-07-14 00:00:00,"174 N 71ST ST, MILWAUKEE, WI, 53213-3770","Brush Pickup Request, Less than 2 Cubic Yards, April-November",2025-07-14 00:00:00,"4 paper yard waste bags bags, and neighbor has a pile of bush as well"
623,2025-07-14 00:00:00,"1400 W BRUCE ST, MILWAUKEE, WI, 53204-1221",Potholes,,Many potholes cracks and poor pavement in an area that gets heavy trucking all day.
624,2025-07-14 00:00:00,"1800 W GREENFIELD AV, MILWAUKEE, WI, 53204-2659",Scattered Litter and Debris on Private Property,,SCATTERED TRASH BEHIND PROPERTY AND NEEDS TO BE REMOVED.
625,2025-07-14 00:00:00,"3446 S GRIFFIN AV, MILWAUKEE, WI, 53207-3302",Rats or Rat Harborage,,This is the second time I’ve seen rats coming out of this residence from the backyard while on my walk !! The house looks almost abandoned!!
626,2025-07-14 00:00:00,3130 S CLEMENT AV,Street Light Out,2025-07-15 00:00:00,north east corner of clement and oklahoma
627,2025-07-14 00:00:00,4220 S TAYLOR AV,Street Light Cycling,2025-07-15 00:00:00,East side of street just south of whitnall.
628,2025-07-14 00:00:00,"3483 N OAKLAND AV, MILWAUKEE, WI, 53211-2824",Recycling Cart: Damaged,,Found a recycling bin melted on the corner from a firework?
629,2025-07-14 00:00:00,353 E NORWICH ST,Street Light Out,,South west corner of norwich and whitnall by the church. been out for years.
630,2025-07-14 00:00:00,"7525 W CAPITOL DR, MILWAUKEE, WI, 53216-1917",Special Pickup - Accident Debris,,Third request 76&Capitol Dr SE corner
631,2025-07-14 00:00:00,"214 E CHAMBERS ST, MILWAUKEE, WI, 53212-2416",Missed Collection: Garbage,,"I have a child in diapers , my collection was missed this last week I need garbage picked up asap. There are bags with nasty poppy diapers out there."
632,2025-07-14 00:00:00,"1910 N 58TH ST, MILWAUKEE, WI, 53208-1622","Brush Pickup Request, Less than 2 Cubic Yards, April-November",2025-07-15 00:00:00,"Mid sized pile of branches on curb in front of house. Pickup would be greatly appreciated, thanks! ?"
633,2025-07-14 00:00:00,"2209 N 41ST ST, MILWAUKEE, WI, 53208-1304",City Tree Roots Surfacing in Tree Lawn,,
634,2025-07-14 00:00:00,"6777 S 19TH ST, MILWAUKEE, WI, 53221-5220",Garbage Cart: Missing,,SFH. 2nd cart is on water bill
635,2025-07-14 00:00:00,"8214 N CELINA ST, MILWAUKEE, WI, 53224-2714","Brush Pickup Request, Less than 2 Cubic Yards, April-November",2025-07-16 00:00:00,Aware of limit.
636,2025-07-14 00:00:00,"2613 N 44TH ST, MILWAUKEE, WI, 53210-2401",Garbage Cart: Missing,,2 units
637,2025-07-14 00:00:00,"3404 S 93RD ST, MILWAUKEE, WI, 53227-4309",Broken Branch Hanging - Other,2025-07-15 00:00:00,City tree with 10-15 ft BBH over front yard. Not emergency.
